"STATE","ENROLL","NAME","YRDATA","TOTALREV","TFEDREV","TSTREV","TLOCREV","TOTALEXP","TCURINST","TCURSSVC","TCURONON","TCAPOUT"
"New York",678,"MORRISVILLE EATON CENTRAL SCHOOL DIST",2016,16333,635,11334,4364,14549,8209,5053,482,235
"New York",585,"HAMILTON CTL SCH DIST",2016,12492,386,5268,6838,12000,7560,3554,292,160
"New York",479,"MADISON CENTRAL SCH DIST",2016,9980,440,6706,2834,9997,5638,3323,417,270
"New York",2203,"ONEIDA CITY SCHOOL DISTRICT",2016,42814,1400,26850,14564,40514,24930,11572,1117,494
"New York",410,"STOCKBRIDGE VAL CTL SCH DIST",2016,10695,397,8353,1945,10131,5391,3288,320,671
"New York",1927,"CHITTENANGO CTL SCHOOL DIST",2016,41722,1526,23389,16807,41801,20126,12693,793,6988
"New York",3523,"BRIGHTON CENTRAL SCH DISTRICT",2016,72598,1524,18918,52156,71042,44742,22348,1112,2285
"New York",1029,"EAST ROCHESTER UF SCHOOL DIST",2016,27517,1010,12652,13855,28917,15873,7828,467,3698
"New York",6037,"FAIRPORT CENTRAL SCHOOL DIST",2016,119584,2880,45876,70828,125298,74286,36588,2269,9424
"New York",4173,"GATES CHILI CTL SCHOOL DIST",2016,100570,3304,48378,48888,101464,62598,27578,2675,4825
"New York",11232,"GREECE CENTRAL SCH DIST",2016,229615,10956,113485,105174,230426,129581,79436,8160,5875
"New York",3108,"EAST IRONDEQUOIT CENTRAL SCH DIST",2016,77016,2893,37150,36973,70997,36064,26222,1981,2200
"New York",3575,"WEST IRONDEQUOIT CENTRAL SCH DIST",2016,70657,1843,33813,35001,70772,37226,23544,1587,5846
"New York",2237,"HONEOYE FALLS-LIMA CENTRAL SCH DIST",2016,47508,1062,19159,27287,45294,26361,14087,1367,1097
"New York",3623,"SPENCERPORT CENTRAL SCH",2016,79617,2193,39834,37590,73445,43024,22320,1425,3622
"New York",4443,"HILTON CENTRAL SCH DIST",2016,79949,2352,41849,35748,77117,45542,22174,1927,5275
"New York",4476,"PENFIELD CENTRAL SCHOOL",2016,94593,1932,34404,58257,90289,51509,29143,1607,4016
"New York",5707,"PITTSFORD CENTRAL SCH",2016,126921,1524,29509,95888,134095,74011,33839,2729,17884
"New York",3902,"CHURCHVILLE CHILI CTL SCH DIST",2016,81789,1342,45836,34611,78258,42807,22771,1483,7327
"New York",5472,"RUSH-HENRIETTA CENTRAL SCH DIST",2016,122300,4321,41922,76057,116689,65524,38154,4190,5967
"New York",3531,"BROCKPORT CENTRAL SCH DIST",2016,76844,2606,44579,29659,79758,43883,22559,1766,8396
"New York",8442,"WEBSTER CENTRAL SCH DIST",2016,162162,4180,58611,99371,161122,94649,51142,3725,7075
"New York",664,"WHEATLAND CHILI CTL SCHOOL D",2016,17956,653,8431,8872,18838,9623,5587,378,2789
"New York",3843,"AMSTERDAM SCH DIST",2016,73619,6774,45483,21362,68005,44603,16089,2386,1153
"New York",962,"CANAJOHARIE CENTRAL SCH",2016,21658,1011,14337,6310,20604,12144,6212,421,165
"New York",1404,"FONDA FULTONVILLE CTL SCH DIST",2016,27227,1262,16358,9607,30018,16190,7503,526,4979
"New York",803,"FORT PLAIN CENT SCH DIST",2016,19720,1315,13721,4684,19983,12391,5768,458,149
"New York",4768,"BALDWIN UNION FREE SCH DIST",2016,127407,1883,42954,82570,117693,77187,36991,1925,364
"New York",7148,"EAST MEADOW UNION FREE SCHOOL DIST",2016,190592,3059,66279,121254,186783,121130,53063,4855,2957
"New York",1176,"EAST ROCKAWAY UNION FREE SCHOOL DIST",2016,39441,2699,10816,25926,34736,20779,11300,662,921
"New York",5836,"FARMINGDALE UNION FREE SCH DIST",2016,158426,2824,46477,109125,166866,96042,54017,2193,12966
"New York",6963,"FREEPORT UNION FREE SCH DIST",2016,167823,7500,79514,80809,160240,105690,45459,3684,2662
"New York",3861,"GARDEN CITY U F SCH DIST",2016,110185,1302,11574,97309,103611,65019,31806,1747,2128
"New York",3277,"GLEN COVE CITY SCH DIST",2016,83734,2755,16040,64939,79793,50575,24899,2443,864
"New York",6627,"GREAT NECK UF SCH DIST",2016,223813,2901,17559,203353,213450,138691,66454,5518,1805
"New York",4523,"VALLEY STREAM CENTRAL HIGH SCHOOL DIST",2016,112255,2398,30951,78906,110098,69729,32454,2860,4084
"New York",8195,"SEWANHAKA CTL HIGH SCHOOL DIST",2016,178385,4222,49972,124191,193360,117498,49177,2374,22945
"New York",5456,"BELLMORE-MERRICK CTL HIGH SCHOOL DIST",2016,140954,1815,37513,101626,148023,93645,41034,2029,11028
"New York",8029,"HEMPSTEAD IND UF SCHOOL DIST",2016,212819,9095,124607,79117,206291,134823,60413,7644,1596
"New York",2113,"NORTH BELLMORE UF SCHOOL",2016,52322,1363,19397,31562,53437,35911,15737,635,582
"New York",2285,"SEAFORD SCH DIST",2016,69313,843,18925,49545,62659,41734,17447,647,424
"New York",1014,"BELLMORE UNION FREE SCH DIST",2016,30634,374,7308,22952,30381,19383,10254,38,447
"New York",3338,"ROOSEVELT UF SCH DIST",2016,99045,4533,74456,20056,95449,52656,23727,2419,725
"New York",2058,"VALLEY STREAM UNION FREE SCH DIST 13",2016,46687,662,16409,29616,45322,30345,12868,190,914
"New York",3816,"ELMONT UNION FREE SCH DIST",2016,84447,3258,31716,49473,82141,51837,24997,2159,2354
"New York",2014,"FRANKLIN SQ UF SCHOOL DIST",2016,37771,767,11614,25390,35943,23748,10000,1142,442
"New York",1464,"FLORAL PARK BELLEROSE UNION FREE SCH DIST",2016,29780,702,7810,21268,29637,17918,8079,769,2652
"New York",3038,"WANTAGH UNION FREE SCH DIST",2016,75117,942,23467,50708,76150,46574,22784,846,3903
"New York",1105,"VALLEY STREAM UNION FREE SCH DIST 24",2016,27937,865,8023,19049,26501,18174,7383,444,437
"New York",1472,"MERRICK UF SCH DIST",2016,46682,496,10257,35929,45603,31117,12611,155,1048
"New York",2254,"ISLAND TREES UF SCH DIST",2016,59730,1010,21178,37542,59256,38168,18167,845,840
"New York",1184,"NORTH MERRICK UNION FREE SCHOOL DIST",2016,30233,607,10282,19344,29595,19684,9023,346,260
"New York",1547,"VALLEY STREAM UNION FREE SCH DIST 30",2016,35832,774,9637,25421,33436,22326,10085,0,978
"New York",772,"ISLAND PARK UNION FREE SCHOOL DIST",2016,38752,3158,4878,30716,35792,15990,9978,573,2970
"New York",5275,"HICKSVILLE UF SCH DIST",2016,129415,3111,27474,98830,123186,77636,40267,2514,1749
"New York",2680,"LAWRENCE UNION FREE SCHOOL DIST",2016,107151,7048,16927,83176,103583,63340,32961,1085,6102
"New York",7098,"LEVITTOWN UNION FREE SCHOOL DIST",2016,202253,2949,79607,119697,198812,134546,51359,3488,7509
"New York",3914,"LONG BEACH CITY SCH DIST",2016,140029,8103,29092,102834,142197,82219,42056,2749,8448
"New York",2793,"LYNBROOK UNION FREE SCHOOL DIST",2016,79771,859,16159,62753,77993,48180,25004,626,3513
"New York",1700,"MALVERNE UNION FREE SCHOOL DIST",2016,54689,1076,16694,36919,53908,30769,17933,607,3256
"New York",3338,"MANHASSET UNION FREE SCHOOL DIST",2016,93227,951,7804,84472,93756,60020,26435,1260,4219
"New York",2810,"MINEOLA UNION FREE SCHOOL DIST",2016,93419,3749,14336,75334,88690,52064,30555,889,3827
"New York",7169,"MASSAPEQUA UF SCH DIST 23",2016,195570,2345,49950,143275,188713,124950,52534,2987,4060
"New York",1715,"EAST WILLISTON UF SCHOOL DIST",2016,58540,519,5871,52150,55337,34045,17489,560,2123
"New York",1683,"NEW HYDE PRK-GARDEN CTY PRK UN FR SCH DIST",2016,37512,617,8907,27988,35638,23205,10315,375,496
"New York",3894,"HERRICKS UF SCH DIST",2016,111865,1762,20217,89886,110582,71548,32886,2623,2256
"New York",1374,"CARLE PLACE UF SCHOOL DIST",2016,48888,594,7646,40648,47295,28645,15311,538,2121
"New York",5585,"OCEANSIDE UF SCH DIST",2016,144915,2318,33697,108900,148605,94133,40985,3440,8725
"New York",2719,"NORTH SHORE CENTRAL SCH DIST",2016,98964,1015,9117,88832,97728,59560,28352,1452,5546
"New York",6270,"SYOSSET CTL SCHOOL DISTRICT",2016,214609,1948,25643,187018,206956,141393,58229,2332,2109
"New York",1614,"OYSTER BAY-EAST NORWICH CTL SCH DIST",2016,57617,820,5161,51636,53266,31318,17829,807,2233
"New York",3007,"JERICHO UF SCH DIST",2016,120414,1124,9170,110120,111714,72234,32015,1540,5091
"New York",3044,"PLAINEDGE UNION FREE SCHOOL DIST",2016,85425,965,27853,56607,81632,52068,23589,957,2196
"New York",4889,"PLAINVIEW-OLD BETHPAGE CENTRAL SCH DIST",2016,144922,1567,30909,112446,145605,87341,46757,1452,8969
"New York",2902,"BETHPAGE UF SCH DIST",2016,84159,1135,19799,63225,79719,50764,25480,1411,800
"New York",5397,"PORT WASHINGTON UF SCHOOL DIST",2016,150235,2262,15841,132132,145482,97101,38915,2386,3224
"New York",3520,"ROCKVILLE CENTRE UNION FREE SCHOOL DIST",2016,108228,1494,17026,89708,125358,72534,28948,1981,18795
"New York",3147,"ROSLYN UNION FREE SCH DIST",2016,106136,1004,10541,94591,99963,58310,33960,1878,4683
"New York",6834,"UNIONDALE UF SCH DIST",2016,185778,9555,51059,125164,183199,126209,50099,4625,1420
"New York",2077,"WEST HEMPSTEAD UNION FREE SCHOOL DIST",2016,59849,1483,15766,42600,58083,35222,18590,962,925
"New York",5048,"WESTBURY UNION FREE SCHOOL DIST",2016,132460,6109,51332,75019,130790,85967,35518,4370,2190
"New York",3076,"HEWLET WOODMERE UF SCH DIST",2016,114251,1743,17793,94715,102318,60705,35377,1558,1809
"New York",2103,"LOCUST VALLEY CTL SCHOOL DIST",2016,83926,911,7177,75838,79642,44494,30113,1413,2296
"New York",2078,"LEWISTON PORTER CTL SCH",2016,43714,1853,18791,23070,58733,25314,11384,338,20073
"New York",4699,"LOCKPORT CITY SCH DIST",2016,92308,5067,54628,32613,92851,58039,24524,1792,6924
"New York",1610,"NEWFANE CENTRAL SCH DIST",2016,33555,846,22194,10515,26661,15454,9045,891,546
"New York",3704,"NIAGARA WHEATFIELD CENTRAL SCHOOL DIST",2016,75774,2756,42063,30955,64133,38861,18812,1311,1052
"New York",7061,"NIAGARA FALLS CITY SCH",2016,150776,10448,110520,29808,143396,86134,39989,4437,8587
"New York",3554,"NORTH TONAWANDA CITY SCHOOL DIST",2016,73622,3404,43850,26368,69226,47725,17108,1161,1565
"New York",2685,"STARPOINT CTL SCH DIST",2016,49979,1250,24953,23776,47916,27897,14889,769,2165
"New York",1400,"ROYALTON HARTLAND CENTL SCHOOL DIST",2016,21509,816,12563,8130,21645,13661,6980,460,297
"New York",798,"BARKER CENTRAL SCH DIST",2016,16257,673,8714,6870,16378,10209,5385,396,129
"New York",1193,"WILSON CENTRAL SCH DIST",2016,26263,1033,15510,9720,26858,14781,6981,651,3767
"New York",1279,"ADIRONDACK CENTRAL SCH DIST",2016,28212,1036,18190,8986,28513,16087,8579,736,1702
"New York",2265,"CAMDEN CENTRAL SCH DIST",2016,48070,1944,36535,9591,47295,25581,14231,1446,1295
"New York",1302,"CLINTON CENTRAL SCHOOL DIST",2016,27335,537,12723,14075,26921,14910,6684,43,4317
"New York",2603,"NEW HARTFORD CTL SCH DIST",2016,50631,965,18577,31089,48170,33202,12631,111,637
"New York",565,"NEW YORK MILLS UNION FREE SCH DIST",2016,12756,450,5304,7002,12161,7714,3593,189,444
"New York",1055,"SAUQUOIT VALLEY CTL SCH DIST",2016,20234,392,13386,6456,20478,12123,6001,84,1457
"New York",461,"REMSEN CENTRAL SCH DIST",2016,11674,312,6943,4419,10872,6284,3803,114,347
"New York",5480,"ROME CITY SCH DIST",2016,113281,5806,77149,30326,115530,65799,30248,6004,8287
"New York",788,"WATERVILLE CENTRAL SCH",2016,17318,517,12413,4388,20963,9171,5323,236,4962
"New York",1981,"SHERRILL CITY SCH DIST",2016,36480,1495,23473,11512,32994,20337,10321,954,621
"New York",1466,"HOLLAND PATENT CENTRAL SCHOOL DIST",2016,30633,932,18459,11242,28810,16142,8858,563,1962
"New York",9966,"UTICA CITY SCH DIST",2016,189466,17301,141299,30866,181782,108276,42779,7960,15770
"New York",945,"WESTMORELAND CTL SCHOOL",2016,19801,459,12618,6724,19726,11647,6118,158,831
"New York",622,"ORISKANY CTL SCH DIST",2016,13774,377,7921,5476,14393,7794,4282,54,1955
"New York",3242,"WHITESBORO CENTRAL SCHOOL DIST",2016,61404,2029,33372,26003,64578,35005,17660,1152,7849
"New York",4710,"WEST GENESEE CENTRAL SCH DIST AT CAMILLUS",2016,82352,2463,39744,40145,89590,50119,23066,1919,12768
"New York",2958,"JAMESVILLE-DEWITT CENTRAL SCH DIST",2016,53842,1663,16487,35692,52635,33015,14319,1027,2997
"New York",3500,"EAST SYRACUSE-MINOA CENTRAL SCHOOL DIST",2016,82156,2303,33402,46451,83451,47048,20585,1136,12214
"New York",1323,"JORDAN ELBRIDGE CTL SCH DIST",2016,30957,957,18671,11329,27525,15634,9163,505,961
"New York",675,"FABIUS-POMPEY CENTRAL SCHOOL DIST",2016,17976,522,10161,7293,16552,9412,5684,433,387
"New York",1779,"WESTHILL CTL SCH DIST",2016,35607,898,17220,17489,34231,19247,10528,555,1452
"New York",916,"LAFAYETTE CENTRAL SCH",2016,25269,822,18563,5884,29694,12648,6625,907,8930
"New York",5611,"BALDWINSVILLE CTL SCHOOL DIST",2016,100132,2809,48961,48362,100399,59301,28785,2203,6805
"New York",4210,"FAYETTEVILLE-MANLIUS CENTRAL SCH DIST",2016,83425,1389,25936,56100,79839,48874,22007,1207,6418
"New York",1691,"MARCELLUS CENTRAL SCH",2016,33094,827,16181,16086,34000,18622,9430,616,3639
"New York",871,"ONONDAGA CENTRAL SCH DIST",2016,21357,391,11391,9575,19065,10077,6999,30,601
"New York",7295,"LIVERPOOL CENTRAL SCH",2016,157109,5192,72026,79891,146269,86043,45335,2360,8955
"New York",378,"LYNCOURT UNION FREE SCH DIST AT SALINA",2016,9884,358,4855,4671,9376,4916,2802,189,103
"New York",1408,"SKANEATELES CENTRAL SCH",2016,32036,618,7868,23550,29191,15259,9757,506,2051
"New York",1498,"SOLVAY UNION FREE VILLAGE SCHOOL DIST",2016,33885,1370,18152,14363,32245,17277,9990,833,2864
"New York",886,"TULLY CENTRAL SCH DIST",2016,20144,432,10492,9220,17885,10762,5851,378,117
"New York",9011,"NORTH SYRACUSE CENTRAL SCHOOL DIST",2016,165790,5908,81037,78845,156134,99108,46416,3711,2517
"New York",3579,"CANANDAIGUA CTY SCH DIST",2016,73570,2639,30540,40391,66601,40090,20002,1264,2901
"New York",938,"EAST BLOOMFIELD CENTRAL SCHOOL DIST",2016,20989,688,11852,8449,20175,11029,5725,438,1794
"New York",2282,"GENEVA CITY SCH DIST",2016,57243,5832,34711,16700,54196,32379,14597,1409,2178
"New York",846,"MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DIST",2016,17605,772,10089,6744,16741,8956,4754,486,1709
"New York",741,"NAPLES CENTRAL SCHOOL DISTRICT",2016,19232,629,8376,10227,17287,9791,5248,448,373
"New York",1575,"PHELPS-CLIFTON SPGS CTL SCHOOL DIST",2016,36458,1310,22927,12221,44632,19973,10080,841,12101
"New York",595,"HONEOYE CENTRAL SCH DIST",2016,17535,527,8599,8409,15976,9878,5259,256,381
"New York",1251,"GORHAM-MIDDLESEX CENTRAL SCHOOL DIST",2016,33232,1314,17838,14080,29253,16939,9446,852,815
"New York",4458,"VICTOR CENTRAL SCH DIST",2016,66855,1602,25409,39844,61093,39351,17134,1946,928
"New York",4207,"WASHINGTONVILLE CENTRAL SCHOOL DIST",2016,88829,2219,37476,49134,87745,54066,27097,1713,3280
"New York",1109,"CHESTER UF SCH DIST",2016,25988,371,8714,16903,25613,15926,6803,368,864
"New York",3220,"CORNWALL CENTRAL SCHOOL DIST",2016,67919,1292,23712,42915,66942,42790,18814,1354,948
"New York",5338,"PINE BUSH CENTRAL SCHOOL DIST",2016,114103,3654,57998,52451,114821,69753,37667,2273,2611
"New York",2931,"GOSHEN CENTRAL SCH DIST",2016,68286,1539,20006,46741,66478,40621,19234,1773,4248
"New York",1016,"HIGHLAND FALLS CENTRAL SCH DIST",2016,29409,8911,10328,10170,27881,16708,9437,397,924
"New York",7334,"MIDDLETOWN CITY SCH DIST",2016,174241,12996,89853,71392,163626,103677,39200,4880,8303
"New York",3890,"MINISINK VALLEY CTL SCH",2016,93957,2010,47772,44175,86704,53036,22666,1307,2569
"New York",6947,"MONROE-WOODBURY CTL SCH DIST",2016,168648,4852,59165,104631,162126,104428,49609,2969,3520
"New York",4323,"VALLEY CENTRAL SCH DIST AT MONTGOMERY",2016,100394,2614,42529,55251,98869,64593,28495,2211,2191
"New York",11393,"NEWBURGH CITY SCH DIST",2016,284187,14527,162121,107539,264371,175795,66470,12478,2561
"New York",2684,"PORT JERVIS CITY SCH DIST",2016,69332,2498,40546,26288,70645,43226,18245,1582,5489
"New York",267,"TUXEDO U F SCH DIST",2016,13711,190,1550,11971,12240,7349,4333,101,20
"New York",3675,"WARWICK VALLEY CENTRAL SCH DIST",2016,88325,1217,29944,57164,86680,52620,25184,1521,4157
"New York",541,"GREENWOOD LAKE UNION FREE DIST",2016,23918,327,8899,14692,23926,11228,6749,294,2387
"New York",854,"FLORIDA UNION FREE SCH DIST",2016,21251,414,7458,13379,22375,12106,6571,573,2760
"New York",163,"KIRYAS JOEL UNION FREE SCHOOL DISTRICT",2016,35710,11023,6388,18299,33176,25219,7278,0,52
"New York",1968,"ALBION CENTRAL SCH DIST",2016,35865,1729,27211,6925,31431,20127,8585,815,1346
"New York",731,"KENDALL CTL SCH DIST",2016,16524,651,11135,4738,26989,8765,4725,390,12703
"New York",1651,"MEDINA CENTRAL SCH DIST",2016,36203,1927,26817,7459,33355,20636,9775,808,539
"New York",1094,"HOLLEY CENTRAL SCH DIST",2016,24276,1369,17421,5486,24234,14010,6506,572,1492
"New York",641,"LYNDONVILLE CENTRAL SCH",2016,13758,619,9258,3881,12750,7202,3993,289,724
"New York",1250,"ALTMAR PARISH WILLIAMSTWN CENTRAL SCH DIST",2016,32304,1538,24253,6513,28389,14908,9575,962,457
"New York",3443,"FULTON CITY SCH DIST",2016,71234,3799,48935,18500,72768,42434,21924,1994,4086
"New York",1408,"HANNIBAL CENTRAL SCHOOL DIST",2016,32060,1837,24847,5376,29126,15760,8956,948,1396
"New York",3967,"CENTRAL SQUARE CENTRAL SCHOOL DIST",2016,83799,3107,56314,24378,72910,44165,24261,1526,1246
"New York",2171,"MEXICO CENTRAL SCH DIST",2016,56864,2390,29464,25010,56694,28949,17626,1447,6746
"New York",3789,"OSWEGO CITY SCHOOL DIST",2016,86809,4236,26119,56454,83859,48360,23787,2552,4748
"New York",1109,"PULASKI CTL SCH DIST 1",2016,23628,980,15656,6992,23963,13261,6269,549,2367
"New York",838,"SANDY CREEK CENTRAL SCH",2016,23392,933,16575,5884,21213,12210,7028,692,225
"New York",1862,"PHOENIX CTL SCH DIST 1",2016,45833,1585,29613,14635,42516,23608,13211,1019,1062
"New York",378,"GILBERTSVILLE-MT UPTON CENTRAL SCHOOL DIST",2016,9671,463,6609,2599,8950,4839,2786,239,494
"New York",421,"EDMESTON CTL SCH DIST",2016,10752,477,7782,2493,10022,5851,2867,243,394
"New York",343,"LAURENS CENTRAL SCHOOL DIST",2016,9581,435,6733,2413,8866,4896,2713,236,274
"New York",377,"SCHENEVUS CENTRAL SCHOOL DIST",2016,8609,317,5369,2923,8839,5192,2477,234,575
"New York",414,"MILFORD CENTRAL SCH DIST",2016,10613,460,6113,4040,10042,5829,3155,401,356
"New York",377,"MORRIS CENTRAL SCH DIST",2016,10004,400,6729,2875,8764,5015,2784,311,109
"New York",1700,"ONEONTA CITY SCH DIST",2016,38878,1448,17570,19860,36236,22925,9924,932,680
"New York",894,"COOPERSTOWN CENTRAL SCH DIST",2016,18316,693,6195,11428,18756,9908,5515,586,2014
"New York",467,"RICHFIELD SPRGS CTL SCH DIST",2016,11969,413,8297,3259,11261,6590,4021,48,419
"New York",494,"CHERRY VALLEY-SPRINGFIELD CENTRL SCHL DIST",2016,13251,489,7686,5076,11752,7100,3442,369,91
"New York",359,"WORCESTER CENTRAL SCHOOL DIST",2016,10513,273,7349,2891,9722,4417,2923,204,82
"New York",926,"OTEGO-UNADILLA CENTRAL SCH DIST",2016,23332,853,15583,6896,21110,12266,6521,578,71
"New York",4355,"MAHOPAC CENTRAL SCH DIST",2016,119183,1742,40836,76605,115626,78057,33184,1754,1188
"New York",4196,"CARMEL CENTRAL SCHOOL DISTRICT",2016,121673,2235,38223,81215,119350,76300,33644,3983,3744
"New York",841,"HALDANE CENTRAL SCHOOL DIST OF PHILIPSTOWN",2016,22492,345,4107,18040,21443,12911,6646,362,562
"New York",224,"GARRISON U F SCH DIST",2016,9854,108,1153,8593,9124,4403,3084,3,163
"New York",1722,"PUTNAM VALLEY CTL SCHOOL DIST",2016,48319,750,15308,32261,46129,28623,13764,898,772
"New York",3179,"BREWSTER CENTRAL SCHOOL DIST",2016,92367,1862,24840,65665,93948,57274,27755,1529,6291
"New York",699,"BERLIN CENTRAL SCH DIST",2016,19162,633,10284,8245,18612,10809,6543,487,674
"New York",1190,"BRUNSWICK CENTRAL SCHOOL DIST",2016,23109,630,10737,11742,22077,13165,7351,490,423
"New York",4014,"EAST GREENBUSH CENTRAL SCHOOL DISTRICT",2016,89334,2186,34945,52203,90537,49314,27416,1372,10961
"New York",1116,"HOOSICK FALLS CENTRAL SCH DIST",2016,22430,1035,12825,8570,21014,12830,6667,675,377
"New York",2357,"LANSINGBURGH CENTRAL SCH DIST AT TROY",2016,45947,2948,29600,13399,45499,28434,10812,970,1639
"New York",18,"NORTH GREENBUSH COMMON SCHOOL DIST",2016,2036,98,146,1792,2124,416,620,0,13
"New York",337,"WYNANTSKILL UNIFED SCHOOL DIST",2016,9133,288,3705,5140,8592,4193,2734,116,269
"New York",1134,"RENSSALAER CITY SCH DIST",2016,25043,1733,13363,9947,23043,13370,5594,956,341
"New York",2855,"AVERILL PARK CSD",2016,56593,1439,27089,28065,56190,33712,16595,850,3510
"New York",999,"HOOSIC VLLY CNTRL SCH DIST AT SCHAGHTICOKE",2016,20785,725,11855,8205,19645,10843,5765,308,1594
"New York",907,"SCHODACK CENTRAL SCHOOL DIST",2016,22996,617,8866,13513,21623,11868,7161,458,1030
"New York",4071,"TROY CITY SCH DIST",2016,112750,9170,64693,38887,104585,62408,27072,2531,3945
"New York",8172,"CLARKSTOWN CENTRAL SCHOOL DIST",2016,198213,3540,45845,148828,192146,123024,55104,4630,6074
"New York",2224,"NANUET UF SCH DIST",2016,67945,902,11801,55242,64663,39070,20520,907,1477
"New York",7949,"HAVERSTRAW-STONY POINT CENTRAL SCHOOL DIST",2016,214518,5891,80123,128504,214771,132237,53774,3697,7557
"New York",2995,"NYACK UNION FREE SCH DIST",2016,82709,2142,18730,61837,83135,51262,21852,1429,7791
"New York",3165,"SOUTH ORANGTOWN CTL SCH DIST",2016,93307,1529,19106,72672,86535,55563,25543,963,3051
"New York",2544,"PEARL RIVER U F SCH DIST 8",2016,65792,848,15564,49380,62801,41758,18940,494,363
"New York",4416,"RAMAPO CTL SCH DIST",2016,134052,2104,34698,97250,127752,84135,34763,2381,1142
"New York",8697,"EAST RAMAPO CENTRAL SCHOOL DIST",2016,255639,27747,92239,135653,249462,153216,82298,4485,535
"New York",1024,"BRASHER FALLS CENTRAL SCH DIST",2016,23263,1111,18200,3952,20075,10958,6290,704,706
